title_f,title_r,sentiment_f_transformers,sentiment_r_transformers,sentiment_f_textblob,sentiment_r_textblob,sentiment_f_natural,sentiment_r_natural,sentiment_f_sentiment,sentiment_r_sentiment,heuristics
Stephen Bannon: “Nobody Can Blame You For Beating Your Wife If It’s Out Of Love”,Reports that Trump aide defended spousal abuse are false,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
US Representatives Promise Implement Of UN Gun-Control Plans,"Conservative website wrong on effects, purpose of UN conference",POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,POSITIVE,POSITIVE,NEUTRAL,NEUTRAL,False
Bill Gates’ Former Doctor Says Billionaire ‘Refused To Vaccinate His Children’,Bill Gates did not refuse to vaccinate his children,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
"Haiti Official Getting Ready To Testify Against Clinton Foundation Corruption NEXT WEEK, Found DEAD With “Gunshot to the head”",Fake story ties dead Haitian official to Clinton Foundation allegations,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Cannibals Arrested in Florida Claim Eating Human Flesh Cures Diabetes and Depression,Cannibalism Cures Diabetes and Depression: Fake News Analysis,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Laguna Beach Antifa 22m David Hogg Didn't Attend Parkland High School I Went to School With Him at Redondo Shores High School in California and He Graduated in 2015 Here He Is in Our Yearbook From 201,"No, David Hogg didn’t graduate from a California high school in 2015",POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,True
BREAKING: Monica Lewinsky Found Dead In Roslindale,Fake News: Monica Lewinsky NOT Found Dead In Roslindale,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,True
"Mom applies a remedy to her baby, moments later he dies. Be careful with this, moms!",Parenting blog falsely claims Vicks VapoRub was fatal,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
"Flight Crew Takes A Knee And Walks Off, Leaving New Orleans Saints Stranded On Runway","No, a flight crew did not take a knee and strand the New Orleans Saints",NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,True
Floyd Mayweather Jr. Donates a Whopping Sum of Money to Houston After Hurricane – What You Missed,It's fake news that Floyd Mayweather Jr. donated $200 million to Houston for Hurricane Harvey relief,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,True
Chuck Schumers Steamy Affair With A High School Cheerleader Confirmed,False posts about Sen. Chuck Schumer originated as satire,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,True
Pope Calls for World Wide Gun Confiscation Except for the UN,Fake news says Pope called for world wide gun confiscation except for the UN,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING: President Trump Just Told Paul Ryan ‘You’re Fired’,Donald Trump didn't use 'The Celebrity Apprentice' catchphrase 'You're fired' on Paul Ryan,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
“HIV VIRUS” Found In Walmart Bananas After 10 Year Old Boy Agreements The Infection,Fake news claims that Walmart bananas have HIV virus are fruitless,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Senate Democrats Demand Supreme Court Nominee Not Be Unduly Influenced By U.S. Constitution,Viral image criticizing Democrats featured fabricated quotes lifted from satire website,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Application for ‘March For Our Lives’ permit was made months before Parkland school shooting,Gun Control March Not Planned ‘Months’ Ago,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
412 Michigan Muslims Arrested In Fed’s ‘LARGEST BUST IN U.S. HISTORY’,Misleading headline says 412 Michigan Muslims busted,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
BREAKING: Bill O’Reilly In Critical Condition After Being Attacked By ‘Tolerant’ Liberals,Fake news says Bill O'Reilly beaten unconscious by liberal New Yorkers,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING: KEN STARR’S PLANE JUST DISAPPEARED ON HIS WAY TO DC TO TESTIFY AGAINST HILLARY,Fake News: Ken Starr NOT Killed In Plane Crash On The Way To DC To Testify,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
BREAKING: Supreme Court Issues Its First Bench Warrant Ever,Fake news story says Supreme Court issues bogus warrant in fictional case,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,POSITIVE,NEUTRAL,NEUTRAL,True
"Smoking In Cars With Children Is Illegal Starting January 30, 2018",No Federal Ban on Smoking in Cars with Children,NEGATIVE,NEGATIVE,NEUTRAL,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
NASA Has Just Confirmed Earth Has A New Moon,"No, NASA has not confirmed Earth has a new moon",POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
UF requests to cancel Rivalry game against FSU,"Gators will still play Seminoles, despite fake news generator claims",NEGATIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
Las Vegas Shooting Witnesses Report Multiple Gunmen Dressed as Security Guards Oct 3 2017,Blog peddles fake story saying security guards ID'd as shooters at Mandalay Bay ,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
"DNC’s Donna Brazile Dedicated Her Book to ‘Patriot’ Seth Rich, Whose Death Made Her Fear for Her Own Life",Fake headline says Donna Brazile knows Seth Rich was murdered by Clintons ,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,True
Manager killed 10 employees at checkers on 183st and 27ave,Story about Checkers shooting came from fake news generating website,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
NASA ANNOUNCED THAT IT COMMUNICATED WITH FOUR RACES OF ALIENS,Fact check: False claim that a NASA spokesperson admitted alien civilizations exist,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING NEWS: Prince William and Harry donates $100 million to Hurricane Harvey Victims,Celebrity donations of tens of millions of dollars to Harvey victims are fake news,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Jason Aldean Gig Canceled After He Sells Out To Liberals On SNL,Fake News: Jason Aldean Gig NOT Canceled After He Sells Out To Liberals On SNL,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Trump Orders 13 Obama Deep State Operatives Arrested For Treason,Fake news claim: Trump arrests top Obama officials for treason ,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
REPORT: Kim Jong Un Killed In Trump’s Overnight Black Op Attack On North Korea -,Fake news site posts that North Korea’s Kim Jong Un is dead for second time in a month ,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING! Roy Moore’s Accuser Worked for Democratic Leaders and Is Actively Campaigning for Moore’s Opponent ⋆ Activist Mommy,"Blogger misleads in post tying a Roy Moore accuser to Democrats, Doug Jones ",NEGATIVE,NEGATIVE,NEUTRAL,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Civil War Erupts In Sweden as Irate Swedes Burn Nine Muslim Refugee Centers to the Ground,Fake News: Civil War Did NOT Erupt In Sweden; Irate Swedes Did NOT Burn Nine Muslim Refugee Centers to the Ground (Again...),NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Kurt Russel Just SHOWED Overpaid Celebs It’s Time To Shut Up About Trump – Hits Them Where It Hurts!,Story takes actor Kurt Russell's comments about politics out of context ,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
Trump’s Top Scientist Pick: “Scientists Are Just Dumb Regular People That Think Dinosaurs Existed And The Earth Is Getting Warmer”,Fake Dig at ‘Dumb’ Scientists,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
STUNNING! Democrats BOO and GROAN at Trump Mention of Murder Victims of MS-13 Killers (VIDEO),Fake story says Democrats booed families of MS13 victims at State of the Union ,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING ObamaLed UN Has Just Made It Official US To Immediately Pay Blacks ‘Reparations’,AP FACT CHECK: UN didn’t order US to pay slavery reparations,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
"NASA Will Pay You $100,000 To Stay In Bed For 60 Days!","Don’t believe that NASA will pay you $100,000 to stay in bed",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
"Whoopi Goldberg Humiliated, Handcuffed And Dragged Out Of The TV Studio",Fake news wrongly says Whoopi Goldberg arrested for running puppy mill,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Alabama football Crimson Tide disqualified from national championship,Fake News Story Claims Alabama Has Been 'Disqualified' From National Championship,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
"Georgia Mosque KEEPS Hurricane Harvey Donations, Will Send To Syrian Refugees Instead","Fake News: Georgia Mosque Did NOT Keep Hurricane Harvey Donations, Will NOT Send To Syrian Refugees Instead",NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
World's most popular candy to be removed from shelves by October 2017!,"No, Reese's Peanut Butter Cups are not going away next month",NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,True
BREAKING: Black Hockey Player FIRED After Raising Fist During National Anthem,Fake news: Tampa Bay Lightning fires black player for raising fist during anthem ,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Donald Trump Dead From A Fatal HEART ATTACK! — Steemit,"CNN did not report Trump died on Nov. 1, 2022",NEGATIVE,NEGATIVE,NEUTRAL,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
Red Hen Owner Just Issued Sick Threat To Sarah Sanders After Biz Was Destroyed By Booting Her,"No, Red Hen owner didn't threaten Sarah Huckabee Sanders ",NEGATIVE,POSITIVE,NEUTRAL,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
Man Loses His Testicles After Attempting To Smoke Weed Through A Scuba Tank,AP FACT CHECK: Man not hurt trying to show off ‘scuba bong’,NEGATIVE,NEGATIVE,NEUTRAL,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
"Emma Gonzalez Bullied School Shooter, Isn’t Sorry; Then Retweets Message Blaming “White Boys’ Entitlement” As Cause Of All School Shootings","No, Emma Gonzalez did not admit to bullying Parkland shooter at a rally ",NEGATIVE,NEGATIVE,NEUTRAL,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
“Gay People Should Wear Specially-Colored Clothes To Warn Straight People”,Fake news: Pat Robertson did NOT say gays should wear specially-colored clothes ,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
WE CALLED IT! Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore's Yearbook 'Signature' (VIDEO),"No, Roy Moore accuser didn't admit she forged his signature in her yearbook",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
SMOKING GUN=> San Juan Teamsters Didn't Show Up for Work to Distribute Relief Supplies,Fake news posts blame Puerto Rico's truck drivers for refusing to ship relief supplies ,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
"First family visits D.C. shelter, highlights homeless veterans’ plight","No veteran is homeless in Montgomery County, officials announce",POSITIVE,POSITIVE,NEUTRAL,NEGATIVE,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,True
Hillary In Hiding As Police Discover Dead Body Hidden In Huma Abedin’s Dumpster,"Misleading headline connects Clinton, Abedin to New York woman's death ",NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
 Breaking President Trump makes English the official language of the United States,FYI: English isn’t the official language of the United States ,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,NEUTRAL,NEUTRAL,False
UPDATE: Florida Governor Rick Scott Now Listed As &#8216;Critical&#8217; After Bizarre Hurricane Cleanup Accident,FAKE NEWS: Rick Scott is NOT in critical condition at the hospital,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
 BREAKING Muslims’ Disturbing Plan Comes Out After Grocery Stores Go Bare To Prepare For Irma,"Freedom Daily misleads about potential food poisoning at grocery stores, Hurricane Irma ",NEGATIVE,NEGATIVE,NEUTRAL,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Leonardo DiCaprio Tells President Obama That He's Going to Mars,Leonardo DiCaprio was joking about wanting to go to Mars as soon as possible,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,False
Prince William May Not Attend Royal Wedding Leaving Harry Without a Best Man; Princess Diana Would Not Be Happy,"Prince William plans to go to royal wedding, contrary to speculative report ",NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Hurricane Irene: ‘Photo’ of shark swimming in street is fake,Fact check: Photo of shark on a flooded highway is faked,NEGATIVE,NEGATIVE,NEUTRAL,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING: Conservative Icon Ted Nugent Killed In Hunting Accident,Fake News: Conservative Icon Ted Nugent NOT Killed In Hunting Accident,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
Jimmy Carter: “Medical Marijuana Cured My Cancer”,Bogus claim that Jimmy Carter credits marijuana for curing his cancer is all smoke,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
"Obama, Not Donald Trump, May Be Invited to Royal Wedding of Prince Harry and Meghan Markle","Trumps, Obamas not invited to wedding of Prince Harry and Meghan Markle",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,NEUTRAL,NEUTRAL,False
"Seattle Police Begin Gun Confiscations: No Laws Broken, No Warrant, No Charges","No, Seattle police didn't use a 'red flag' law to seize a man's gun with no warrant",NEGATIVE,NEGATIVE,NEUTRAL,POSITIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Post claiming free tickets on Allegiant Air,"No, Allegiant Air is NOT Giving Everyone Free Plane Tickets",NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
British Politician Beaten by Protestors for 'Welcoming Trump to the UK',No evidence of political motives in ambassador attack,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,True
"Executive Order Leads to Capture of ISIS Leader, Rasheed Muhammad","No, Trump's Executive Order Didn't Lead to Capture of ISIS Leader",POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Chinese Lunar Rover Finds No Evidence Of American Moon Landings,It's fake news that the United States didn't land on the moon ,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,True
WHOA! YouTube Witness Makes SHOCKING Admission On LIVE TV! CNN PULLS PLUG IMMEDIATELY! — ShareRED,"Fake news says CNN ""pulled the plug"" during YouTube shooting coverage ",NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
THIS ARTICLE RETRACTED: Red Crescent Says No Evidence of Chemical Attack in Syria’s Douma,"Syrian Red Crescent did NOT deny chemical attack in Douma, Syria ",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,NEUTRAL,NEUTRAL,False
Maxine Waters Is Getting Criminally Charged!,No New Charges for Maxine Waters,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
 Actress Emma Stone ‘For the first time in history we have a president that…,Emma Stone Didn’t Commend Trump,POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,False
 What Adam Sandler is saying about Mormons,"Fake news sites say celebrities praise Mormons, but quotes are made up",NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,True
"Hurricane Irma: If There Was Such A Thing As A Category 6 Hurricane, This Would Be It","No, Hurricane Irma is not a Category 6 storm -- there is no Category 6",POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,True
BREAKING: PUTIN INTERFERENCE COULD GIVE COURTS LEGAL RIGHT TO MAKE HILLARY PRESIDENT,Website hypes long-shot theory about courts replacing Donald Trump with Hillary Clinton ,NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Texas Church Shooter Was Antifa Member Who Vowed To Start Civil War,Fake news: Church gunman was anti-fascist seeking ‘communist’ uprising,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Australia Becomes First Country To Begin Microchipping Its Citizens,"No, the Australian government is not installing microchips in citizens ",NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,True
Washington State Legislature votes to change its name because George Washington owned Slaves,"No, Washington state did not change its name because George Washington owned slaves",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
"Legendary Actor Kirk Douglas Dead, 4 Days Before His 101st Birthday",Fake news circulates death hoax about Kirk Douglas ,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
"300,000 Pounds of Counterfeit Rat Meat Has Been Sold as Chicken Wings in The U.S.",NOT REAL NEWS: FDA didn’t warn about rat-meat chicken wings,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NEUTRAL,NEUTRAL,False
Tulsa School closes after brutal fire.,User-generated prank post falsely says Tulsa high school burned down,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,True
WE WILL RIOT! Michelle Obama’s Mom Will Receive $160k Every Year Out Of Taxpayers’ Pockets!,"No, Michelle Obama's Mom Will Not Receive a Pension for Living in the White House",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING: Laura Ingraham Just Fired!!,Fox News has not fired Laura Ingraham,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
JUST IN TODAY: Trey Gowdy Is The NEW DIRECTOR Of The FBI!,Trey Gowdy drops out of running for FBI Director,POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,False
Fox News accidentally puts up a poll graphic that shows how they are the least trusted network,"No, Fox News did not put up graphic showing it was the least trusted network",NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
USDA approves slaughterhouses producing horse meat for human consumption,"No, the government has not approved human consumption of horse meat",POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Bowe Bergdahl wanders off during court-martial — Duffel Blog,"No, Bowe Bergdahl didn't wander off during court ",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,True
"ISIS Lays Down Arms After Katy Perry’s Impassioned Plea To ‘Like, Just Co-Exist’","No, ISIS didn't lay down its arms after Katy Perry encouraged world peace ",NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
International Arrest Warrant Issued for George Soros,The Russian Government did not issue an arrest warrant against the U.S. billionaire George Soros,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
Police Discover Meth Lab In Back Room of Alabama Walmart,Meth lab in Walmart bathroom? Not the oddest place one found,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,False
Sarah Palin Calls To Boycott Mall Of America Because “Santa Was Always White In The Bible”,Fake news site says Sarah Palin to boycott Mall of America over black Santa,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
